Experiment,Acid_Type,Acid_Params,Initial_pH,Target_pH,Final_pH,Steps_Taken,Success
1072,triprotic,"[3.6493207016427958, 4.113577776839282, 6.8326441183012765]",1.93,7.51,7.45,9,Yes
1073,triprotic,"[2.242125575443608, 4.3333084960684, 7.478656464697859]",2.13,9.80,9.76,13,Yes
1074,diprotic,"[2.2704582487326523, 5.289219152130794]",2.27,9.02,8.93,18,Yes
1075,triprotic,"[3.838201240737633, 5.749844015575536, 6.701220592054434]",2.39,10.17,10.11,11,Yes
1076,diprotic,"[3.6303357301996373, 4.433834395168025]",1.87,7.07,7.17,8,Yes
1077,monoprotic,3.17,2.14,5.82,5.92,9,Yes
1078,triprotic,"[3.2570508818260873, 4.7886591230815885, 7.959068844923005]",2.05,7.23,7.18,5,Yes
1079,triprotic,"[3.7314335817201014, 5.546340069254139, 6.4446916165833805]",2.90,5.31,5.21,7,Yes
1080,triprotic,"[3.837123011367027, 5.71809784058966, 6.040605963934829]",1.66,10.68,10.71,11,Yes
1081,monoprotic,5.46,1.86,3.41,3.37,5,Yes
1082,diprotic,"[2.45073165651683, 4.399578531139632]",2.13,8.98,8.91,19,Yes
1083,diprotic,"[2.241105047571893, 4.725959906284975]",1.68,10.34,10.34,10,Yes
1084,monoprotic,4.70,2.54,5.76,5.73,4,Yes
1085,monoprotic,3.46,2.20,10.57,10.51,7,Yes
1086,triprotic,"[2.6085931826592774, 4.167927963079787, 7.359671459546781]",1.97,4.47,4.38,8,Yes
1087,diprotic,"[3.85043918886772, 6.328811598872646]",2.38,4.03,3.94,4,Yes
1088,monoprotic,5.96,1.61,7.43,7.38,2,Yes
1089,triprotic,"[2.240359674769593, 4.5028614188794664, 6.817586708026376]",2.95,10.41,10.49,8,Yes
1090,diprotic,"[2.2949956014702164, 4.836782286582993]",2.89,3.00,2.15,50,No
1091,triprotic,"[3.649155571868159, 4.41770214655465, 6.001049795149916]",1.65,4.83,4.76,11,Yes
1092,monoprotic,4.44,1.69,5.96,6.01,4,Yes
1093,monoprotic,5.34,1.63,5.80,5.80,1,Yes
1094,diprotic,"[3.1285923574449104, 5.667983416506745]",2.37,8.59,8.64,17,Yes
1095,diprotic,"[3.687190930225908, 5.964362311910339]",3.31,7.66,7.63,6,Yes
1096,triprotic,"[3.932470602267249, 4.695303771302485, 6.399220243007901]",2.88,5.18,5.08,10,Yes
1097,triprotic,"[3.612038514460698, 5.529266734959265, 7.643272243590008]",1.98,8.62,8.54,8,Yes
1098,monoprotic,3.38,2.17,2.12,2.17,1,Yes
1099,triprotic,"[3.627890530747556, 4.248638491654761, 7.689167130095142]",1.98,8.66,8.66,8,Yes
1100,triprotic,"[3.7545358148787544, 4.719692830828031, 6.598506490426734]",1.89,2.00,2.09,9,Yes
1101,triprotic,"[2.2323725911116385, 5.002112115171328, 7.5940280106107725]",2.05,10.41,10.41,9,Yes
1102,monoprotic,4.79,2.47,6.98,7.05,8,Yes
1103,monoprotic,5.87,1.90,4.12,4.15,5,Yes
1104,diprotic,"[3.270773036615025, 4.611558935258342]",2.85,10.66,10.64,10,Yes
1105,monoprotic,3.82,2.60,7.27,7.25,21,Yes
1106,diprotic,"[3.3832049619342186, 5.466741694092461]",1.83,4.18,4.11,5,Yes
1107,diprotic,"[2.928041072686437, 4.043414012942471]",1.95,5.52,5.43,5,Yes
1108,diprotic,"[2.892105219009337, 6.965643919235076]",2.67,10.59,10.59,10,Yes
1109,diprotic,"[2.8821770699756906, 6.4119364285334015]",3.42,8.92,8.93,9,Yes
1110,monoprotic,3.93,2.49,9.88,9.89,15,Yes
1111,triprotic,"[2.9809484176821823, 4.904113671910871, 6.796625953568274]",2.30,2.83,2.74,4,Yes
1112,monoprotic,2.38,2.36,8.90,8.87,22,Yes
1113,monoprotic,3.56,1.87,8.43,8.50,26,Yes
1114,triprotic,"[3.6945527610121993, 5.338996128262949, 7.144220821578625]",3.35,6.10,6.00,8,Yes
1115,monoprotic,5.15,1.75,7.17,7.15,9,Yes
1116,diprotic,"[3.7051487168748967, 4.097675094698788]",2.41,3.82,3.73,9,Yes
1117,monoprotic,2.78,1.69,3.97,4.00,4,Yes
1118,diprotic,"[2.405180461480506, 5.476181207448596]",2.49,6.18,6.13,7,Yes
1119,triprotic,"[3.5464811762004818, 4.043398546986767, 7.571659171271417]",3.08,2.15,2.13,4,Yes
1120,monoprotic,4.71,1.74,8.68,8.61,14,Yes
1121,diprotic,"[3.786327194345078, 4.074913516847853]",2.40,8.26,8.25,16,Yes
1122,diprotic,"[2.973987593540529, 5.657554966140243]",2.77,3.11,3.02,30,Yes
1123,diprotic,"[2.7055909600770685, 6.064388263004114]",1.74,7.09,7.08,6,Yes
1124,monoprotic,3.50,2.04,8.73,8.76,20,Yes
1125,monoprotic,5.12,1.98,9.71,9.76,12,Yes
1126,diprotic,"[3.586501745252088, 5.323406242384412]",1.71,7.45,7.36,12,Yes
1127,triprotic,"[2.358937421440192, 4.492541567792962, 6.998304465925704]",2.40,7.85,7.76,8,Yes
1128,diprotic,"[2.496721520411665, 5.931348777246345]",1.77,7.01,7.04,6,Yes
1129,diprotic,"[2.0049142479637756, 4.099289382232281]",1.78,7.46,7.36,22,Yes
1130,monoprotic,4.71,2.35,7.73,7.74,10,Yes
1131,diprotic,"[3.5983029263108124, 6.350955407740983]",1.62,5.04,5.03,3,Yes
1132,triprotic,"[3.7280717359123505, 4.516406005628992, 6.275052495266186]",2.18,9.83,9.89,14,Yes
1133,triprotic,"[3.8767648633822125, 5.032413900175426, 6.100567051304955]",1.96,7.77,7.79,11,Yes
1134,triprotic,"[2.8857145006456832, 4.190278511281344, 6.052225112319874]",1.58,10.94,10.87,7,Yes
1135,diprotic,"[2.839276192320975, 4.944557900111622]",2.10,6.88,6.78,7,Yes
1136,monoprotic,2.02,2.12,5.13,5.16,7,Yes
1137,triprotic,"[3.800401790342542, 4.003541369645825, 7.669846933159004]",2.20,2.34,2.43,3,Yes
1138,triprotic,"[2.263798432318942, 5.045771538495514, 6.155321495136368]",2.26,8.74,8.69,15,Yes
1139,monoprotic,5.87,1.96,8.49,8.42,11,Yes
1140,monoprotic,3.90,2.27,4.11,4.03,4,Yes
1141,monoprotic,5.96,3.26,5.83,5.92,3,Yes
1142,monoprotic,5.37,2.36,4.38,4.40,4,Yes
1143,triprotic,"[2.523351065635979, 4.217283321151169, 7.637505817610561]",2.16,9.56,9.51,9,Yes
1144,monoprotic,3.70,2.27,6.60,6.66,20,Yes
1145,triprotic,"[2.1412984287206447, 4.206792438858454, 7.63108020080391]",2.42,5.04,4.69,50,No
1146,monoprotic,2.12,1.98,6.48,7.34,50,No
1147,monoprotic,3.37,3.41,10.91,10.82,8,Yes
1148,diprotic,"[2.0129829989739267, 4.367409317681343]",2.20,6.61,6.63,13,Yes
1149,diprotic,"[3.402591910920501, 4.143226873538865]",1.71,6.97,6.88,14,Yes
1150,monoprotic,2.68,1.73,10.68,10.71,9,Yes
1151,monoprotic,4.16,2.50,5.49,5.47,3,Yes
1152,triprotic,"[2.611718672508238, 5.5859779798546025, 7.68109125171668]",2.87,6.47,6.41,7,Yes
1153,triprotic,"[2.7503046536428966, 4.164888236990213, 7.91677389910394]",2.32,4.55,4.46,8,Yes
1154,triprotic,"[3.464740597184818, 4.113003018896518, 7.0139497044943875]",2.55,10.64,10.56,9,Yes
1155,diprotic,"[3.138129152719764, 5.349586080854473]",1.86,10.33,10.34,7,Yes
1156,monoprotic,5.20,1.57,5.02,5.07,5,Yes
1157,triprotic,"[3.378273906817915, 4.3173898235329, 6.885885164430771]",1.70,4.16,4.07,9,Yes
1158,monoprotic,3.45,1.60,3.02,3.11,2,Yes
1159,diprotic,"[2.27779722044807, 5.22822657289052]",1.70,5.23,5.14,6,Yes
1160,triprotic,"[2.243431811471237, 5.859035849403988, 6.286201329776333]",2.46,6.35,6.25,13,Yes
1161,triprotic,"[2.1689863943844774, 5.673738932763181, 7.308244162812276]",2.14,3.76,3.74,5,Yes
1162,monoprotic,2.62,1.58,8.71,8.71,22,Yes
1163,triprotic,"[3.78762471696201, 4.2597696074696625, 7.759168111036798]",1.74,8.72,8.72,8,Yes
1164,triprotic,"[2.5888975407486043, 5.146813345441803, 6.2892141185290065]",2.00,8.41,8.37,13,Yes
1165,monoprotic,2.93,2.56,8.94,8.91,20,Yes
1166,diprotic,"[3.912991241302792, 5.754314830313968]",2.44,7.33,7.41,9,Yes
1167,monoprotic,2.27,2.39,6.47,6.38,29,Yes
1168,monoprotic,4.18,2.47,7.95,7.87,22,Yes
1169,diprotic,"[3.0359689692965586, 6.093355559666719]",2.72,4.28,4.33,4,Yes
1170,monoprotic,4.20,1.64,8.54,8.62,28,Yes
1171,diprotic,"[2.190312675278334, 4.816463458124046]",2.33,7.54,7.55,17,Yes
1172,diprotic,"[3.0057077860175685, 5.104679599134893]",1.63,6.69,6.66,9,Yes
1173,monoprotic,5.33,2.48,2.69,2.65,7,Yes
1174,diprotic,"[2.0796465089498373, 5.440396821650277]",3.17,5.69,5.60,20,Yes
1175,monoprotic,5.33,1.68,3.96,4.05,6,Yes
1176,monoprotic,3.40,1.77,5.01,4.91,6,Yes
1177,monoprotic,2.40,1.87,3.11,3.07,6,Yes
1178,triprotic,"[2.1604462731939273, 4.865515229870259, 7.108235545388038]",3.18,3.45,2.17,50,No
1179,monoprotic,5.16,2.43,7.71,7.72,12,Yes
1180,monoprotic,5.68,2.40,6.88,6.79,4,Yes
1181,diprotic,"[2.383805072315073, 5.937631876800342]",2.97,3.31,2.30,50,No
1182,diprotic,"[2.216704456914661, 4.089446994090234]",2.15,4.73,4.69,8,Yes
1183,monoprotic,2.03,2.33,3.95,3.95,24,Yes
1184,monoprotic,5.01,1.61,7.21,7.20,10,Yes
1185,triprotic,"[3.4526437966008503, 4.873116159613659, 6.051200152417997]",2.08,8.83,8.74,16,Yes
1186,triprotic,"[2.6586931996863914, 4.6578540890081594, 6.5526498956482175]",2.11,4.13,4.06,6,Yes
1187,triprotic,"[3.8077967195019147, 4.227202624774778, 6.422505364931169]",2.65,10.99,11.07,6,Yes
1188,diprotic,"[3.627834715536027, 5.861681726652824]",2.12,8.14,8.20,9,Yes
1189,monoprotic,2.60,3.15,10.99,10.95,9,Yes
1190,monoprotic,3.16,3.09,2.48,2.40,5,Yes
1191,monoprotic,5.73,2.39,6.24,6.15,1,Yes
1192,triprotic,"[3.2299053857472106, 4.917664048631935, 6.094737852794646]",2.23,8.80,8.77,17,Yes
1193,triprotic,"[2.543846905702494, 5.87793852675956, 6.247459991826036]",2.11,2.99,2.90,6,Yes
1194,diprotic,"[3.669622906561245, 5.9802140354227715]",2.23,3.13,3.15,1,Yes
1195,triprotic,"[3.030949872556679, 5.914378686252649, 6.810622642133896]",1.74,6.91,6.82,12,Yes
1196,triprotic,"[2.384281704741997, 5.054226563020048, 6.756556242905225]",2.30,9.30,9.32,14,Yes
1197,diprotic,"[3.459679492203838, 5.135499109055654]",2.65,9.07,9.03,21,Yes
1198,diprotic,"[2.0173886143199753, 6.623434701239507]",1.80,7.87,7.78,6,Yes
1199,diprotic,"[3.1514601707887895, 6.348822547374403]",1.76,6.89,6.83,7,Yes
1200,monoprotic,4.55,1.87,9.71,9.74,15,Yes
1201,diprotic,"[2.4022208979701105, 4.676697948587566]",2.16,9.92,9.97,7,Yes
1202,diprotic,"[3.019258339298222, 5.617805667848762]",2.29,9.01,9.03,13,Yes
1203,diprotic,"[3.2489971931283748, 6.041015925314648]",1.86,7.18,7.20,6,Yes
1204,monoprotic,2.46,1.84,7.37,6.54,50,No
1205,diprotic,"[2.507238034638597, 5.478914027738948]",2.00,8.29,8.20,16,Yes
1206,triprotic,"[2.047741569283146, 5.853503324142791, 7.623205015109896]",2.41,6.82,6.74,7,Yes
1207,monoprotic,5.64,1.69,9.88,9.89,8,Yes
1208,diprotic,"[3.1666003985661133, 6.423440022565861]",1.85,2.03,2.12,5,Yes
1209,triprotic,"[2.6258490519157123, 5.900857909242609, 7.291611416485051]",2.50,7.28,7.20,10,Yes
1210,triprotic,"[2.2423523822487077, 5.087310846055585, 7.474194403514268]",1.61,8.60,8.56,7,Yes
1211,diprotic,"[2.206870701239167, 4.520436915422215]",1.86,2.97,2.90,6,Yes
1212,diprotic,"[2.0094051353732674, 4.054575483250957]",2.34,4.10,4.00,34,Yes
1213,triprotic,"[2.1650256496175055, 5.762740053013669, 6.070322960669264]",1.60,3.83,3.76,5,Yes
1214,triprotic,"[3.321962830412879, 4.007492388408359, 6.958142482878275]",1.85,4.98,4.95,8,Yes
1215,diprotic,"[3.496081683950844, 6.418312888268394]",2.31,10.15,10.25,10,Yes
1216,triprotic,"[3.7205580791823714, 4.016548849846285, 6.2269135218629845]",1.57,8.64,8.55,15,Yes
1217,monoprotic,4.56,2.13,9.90,9.92,8,Yes
1218,monoprotic,2.51,2.18,10.55,10.61,11,Yes
1219,triprotic,"[2.5040068315670023, 4.622308679420148, 7.498685157717098]",3.41,6.08,6.15,27,Yes
1220,triprotic,"[3.1129149817593715, 5.736962861990932, 6.256827351657578]",1.95,10.43,10.33,12,Yes
1221,monoprotic,3.86,2.02,10.11,10.01,11,Yes
1222,diprotic,"[2.0531480873813823, 6.857356769580194]",3.25,10.19,3.90,50,No
1223,triprotic,"[2.9162294116795016, 4.539205305111184, 7.469254638306374]",1.84,2.47,2.42,3,Yes
1224,triprotic,"[2.3019739803750046, 5.531749035706105, 7.6744140011688655]",1.84,6.90,6.87,7,Yes
1225,diprotic,"[2.293157907555189, 5.673907812687823]",2.29,3.19,3.14,22,Yes
1226,diprotic,"[3.4614890239392064, 5.39257904137647]",1.69,8.49,8.39,9,Yes
1227,monoprotic,2.44,2.18,6.90,6.53,50,No
1228,diprotic,"[3.439208096734978, 6.493193524977477]",3.04,6.22,6.13,5,Yes
1229,triprotic,"[3.281633337353022, 5.72009841354344, 6.801085424800967]",1.93,9.12,9.03,9,Yes
1230,diprotic,"[3.346469378671899, 4.1584198020139596]",2.88,3.56,3.49,20,Yes
1231,monoprotic,5.88,1.68,2.25,2.22,5,Yes
1232,triprotic,"[3.7387976181287828, 4.329722617606742, 7.726333243322166]",1.83,10.99,10.93,7,Yes
1233,triprotic,"[2.8984643675520534, 4.581938734605608, 7.856018060444459]",1.61,9.80,9.85,9,Yes
1234,triprotic,"[2.2013232014873454, 5.75308010917199, 6.234039333632257]",1.75,6.47,6.37,13,Yes
1235,diprotic,"[3.521354097910619, 6.688857147243677]",1.98,6.79,6.69,6,Yes
1236,monoprotic,3.74,1.67,4.80,4.78,4,Yes
1237,diprotic,"[3.6668941682115896, 6.045679417944938]",2.08,2.80,2.83,3,Yes
1238,triprotic,"[2.1400229214771316, 5.400403925374986, 7.526337849853346]",2.34,10.24,10.26,13,Yes
1239,triprotic,"[3.847361560113322, 4.83612896266439, 7.083890452229726]",2.13,5.28,5.19,9,Yes
1240,diprotic,"[2.6070376230616823, 6.801756859257651]",2.05,5.62,5.66,3,Yes
1241,monoprotic,3.92,2.22,4.54,4.49,5,Yes
1242,monoprotic,2.40,2.48,3.07,2.92,50,No
1243,monoprotic,3.46,2.15,3.02,2.95,1,Yes
1244,diprotic,"[3.3737213233879446, 6.160970127222816]",3.33,8.07,8.08,11,Yes
1245,monoprotic,5.10,2.45,10.98,10.96,9,Yes
1246,diprotic,"[2.18053640137224, 5.33401642522491]",2.14,2.64,2.57,24,Yes
1247,monoprotic,4.06,1.63,6.61,6.62,11,Yes
1248,monoprotic,5.32,1.96,3.86,3.83,7,Yes
1249,triprotic,"[3.573102550477162, 4.965676858531554, 6.476703178189991]",2.01,9.99,10.00,15,Yes
1250,diprotic,"[3.8491222845662736, 4.922058356272203]",1.88,2.85,2.94,3,Yes
1251,monoprotic,5.37,3.31,6.71,6.79,6,Yes
1252,diprotic,"[3.5397719476858764, 4.019720030373647]",2.11,6.74,6.76,17,Yes
1253,monoprotic,5.91,2.42,8.10,8.04,6,Yes
1254,diprotic,"[2.9443072470260665, 5.329708958438912]",2.27,9.12,9.07,24,Yes
1255,diprotic,"[3.1795061075228492, 5.971949369428649]",2.08,5.10,5.04,3,Yes
1256,triprotic,"[3.7940103681910973, 4.905100679314709, 7.710843018850752]",3.13,4.90,4.81,9,Yes
1257,diprotic,"[2.677840123235892, 6.425623758783885]",2.55,2.18,2.10,6,Yes
1258,monoprotic,4.56,2.47,7.67,7.60,13,Yes
1259,monoprotic,3.60,2.21,3.94,3.86,5,Yes
1260,monoprotic,4.74,2.33,10.60,10.65,11,Yes
1261,diprotic,"[3.6476284503560015, 5.5089411606992265]",3.21,5.06,4.98,6,Yes
1262,triprotic,"[3.2147941270989033, 5.2205687773522556, 7.599881043519588]",2.45,7.69,7.63,9,Yes
1263,diprotic,"[3.599950301185334, 5.177931986072027]",2.31,7.32,7.31,14,Yes
1264,diprotic,"[3.6202600903382973, 6.493616357111888]",1.81,3.79,3.70,3,Yes
1265,triprotic,"[2.337079551905931, 5.537434227671778, 6.393693477661378]",1.94,6.34,6.24,11,Yes
1266,monoprotic,4.44,1.87,8.56,8.47,15,Yes
1267,monoprotic,3.92,2.27,7.84,7.87,27,Yes
1268,diprotic,"[3.264669516407837, 4.8443468398533565]",2.08,2.59,2.51,1,Yes
1269,diprotic,"[3.733296940691207, 6.126089281485191]",1.84,7.13,7.08,6,Yes
1270,diprotic,"[3.961862207359114, 5.6972522661002065]",2.45,9.44,9.46,17,Yes
1271,diprotic,"[3.2899695506302633, 4.738740842981699]",1.79,9.20,9.12,21,Yes
1272,monoprotic,4.28,2.18,10.36,10.41,9,Yes
1273,triprotic,"[3.2398139319963843, 5.871909297685251, 7.997577637104778]",1.71,9.78,9.85,8,Yes
1274,monoprotic,4.94,2.46,3.37,3.33,5,Yes
1275,diprotic,"[3.3199370914735384, 4.062265432473022]",2.86,8.66,8.71,21,Yes
1276,monoprotic,2.04,2.27,10.92,11.00,7,Yes
1277,monoprotic,2.87,2.11,10.93,10.99,7,Yes
1278,diprotic,"[2.2470511469719274, 4.905731814746672]",3.38,4.93,4.86,32,Yes
1279,diprotic,"[2.701404923807022, 6.388799075891769]",2.11,4.47,4.40,5,Yes
1280,monoprotic,2.66,1.68,7.57,7.58,8,Yes
1281,triprotic,"[3.480986785616309, 4.761369860306662, 6.187501541783445]",2.04,5.64,5.58,10,Yes
1282,monoprotic,5.46,1.63,9.34,9.43,12,Yes
1283,diprotic,"[3.679799658199425, 4.514111318789818]",2.72,9.24,9.15,25,Yes
1284,monoprotic,3.74,2.33,5.04,5.13,4,Yes
1285,monoprotic,2.57,2.73,7.39,6.64,50,No
1286,diprotic,"[2.675169298522256, 6.027922194972922]",1.89,2.63,2.56,5,Yes
1287,triprotic,"[2.8569030808098983, 5.51598751229375, 6.449115664797939]",3.30,4.54,4.44,26,Yes
1288,diprotic,"[3.3028339961579682, 6.718061307552102]",2.01,9.37,9.44,11,Yes
1289,monoprotic,4.04,2.84,10.01,10.11,13,Yes
1290,triprotic,"[2.0018751032428437, 5.935122801724072, 7.9052192419889735]",2.40,4.46,4.50,21,Yes
1291,monoprotic,3.45,2.42,6.80,6.89,23,Yes
1292,monoprotic,4.81,2.31,6.75,6.73,7,Yes
1293,diprotic,"[3.487764424378351, 6.907357858291436]",2.35,9.81,9.81,11,Yes
1294,diprotic,"[2.527816901361237, 4.670919507148081]",2.43,4.34,4.26,6,Yes
1295,diprotic,"[3.928762583452128, 6.140823206053689]",2.50,6.88,6.82,7,Yes
1296,triprotic,"[3.1952058368587526, 5.084940934723976, 6.6404106060858]",1.93,6.64,6.57,10,Yes
1297,triprotic,"[2.5272693514939117, 4.557850960358351, 6.341315712621883]",2.48,2.74,2.65,47,Yes
1298,monoprotic,2.85,1.73,5.53,5.60,11,Yes
1299,monoprotic,3.05,2.29,4.70,4.69,7,Yes
1300,monoprotic,5.68,2.19,2.11,2.20,36,Yes
1301,diprotic,"[3.859612618450779, 4.222805603577879]",2.15,2.67,2.66,3,Yes
1302,triprotic,"[3.6207679505354253, 5.850309976250601, 6.555956491797405]",2.85,4.56,4.49,5,Yes
1303,triprotic,"[2.321733422880028, 5.336344158378489, 6.589230551097316]",2.07,3.83,3.78,5,Yes
1304,triprotic,"[3.1170115969247654, 4.428482120732708, 7.788881040471998]",3.37,10.00,10.07,11,Yes
1305,triprotic,"[2.1928320156110392, 4.810941570830021, 7.683300797514945]",1.85,8.87,8.91,7,Yes
1306,monoprotic,4.02,1.61,7.05,7.06,8,Yes
1307,diprotic,"[2.3488475255312995, 6.851747098882431]",1.95,7.15,7.08,6,Yes
1308,triprotic,"[3.6217991645420873, 5.315296446724852, 7.980844948489649]",3.26,7.45,7.36,6,Yes
1309,triprotic,"[2.4029083801717714, 4.045582251326252, 6.677114653388102]",1.74,6.70,6.62,8,Yes
1310,monoprotic,2.93,2.03,4.03,3.98,4,Yes
1311,triprotic,"[2.1495265752983452, 5.491268117694023, 7.033803024123979]",2.03,10.27,10.32,9,Yes
1312,diprotic,"[2.0123963296673857, 6.705145797267491]",1.76,8.22,8.29,7,Yes
1313,diprotic,"[3.2214806180862103, 5.908861403067976]",2.39,7.26,7.33,5,Yes
1314,diprotic,"[3.5648326330714006, 6.2277556252869815]",2.07,4.07,3.99,5,Yes
1315,diprotic,"[2.3016272091595993, 5.178521150842835]",1.76,7.35,7.26,10,Yes
1316,triprotic,"[3.5635871267648564, 5.530284008341144, 7.8131188683023405]",2.21,3.81,3.73,5,Yes
1317,monoprotic,2.92,2.13,3.14,3.05,5,Yes
1318,diprotic,"[2.9512311526072637, 6.409472498994187]",2.07,9.61,9.62,14,Yes
1319,monoprotic,5.35,1.94,2.68,2.64,5,Yes
1320,monoprotic,4.62,1.75,8.56,8.57,14,Yes
1321,triprotic,"[3.2905905865521867, 4.096930739218225, 6.101574117014394]",1.60,7.99,8.02,12,Yes
1322,triprotic,"[3.1923045099873297, 5.484376887102084, 6.809483242359274]",2.27,9.04,8.98,14,Yes
1323,diprotic,"[3.041801547948231, 5.091726199096548]",2.39,8.94,8.85,18,Yes
1324,triprotic,"[2.2450348604841457, 5.321004800341966, 7.289830511327696]",2.44,3.29,3.25,23,Yes
1325,diprotic,"[3.280455336771673, 4.888940185170323]",1.94,3.81,3.72,6,Yes
1326,triprotic,"[2.473268257043169, 5.68428679343939, 6.875591748249253]",2.16,4.64,4.64,4,Yes
1327,diprotic,"[2.7089595824625654, 5.904243078693246]",1.80,5.49,5.45,5,Yes
1328,triprotic,"[3.813189736430189, 4.2487589882553385, 6.946304399250705]",1.70,3.03,3.11,5,Yes
1329,diprotic,"[2.3877730735027063, 4.621247406195393]",1.60,2.13,2.04,3,Yes
1330,monoprotic,5.81,1.89,3.28,3.21,8,Yes
1331,monoprotic,2.91,2.07,3.08,2.99,5,Yes
1332,monoprotic,3.84,1.60,10.26,10.19,9,Yes
1333,monoprotic,4.77,2.45,3.94,4.01,4,Yes
1334,monoprotic,4.15,1.68,9.28,9.22,22,Yes
1335,triprotic,"[2.155944522620124, 4.06235190688516, 6.860365516625547]",2.36,4.13,4.06,35,Yes
1336,monoprotic,4.00,3.49,5.03,4.95,4,Yes
1337,diprotic,"[3.8715982644528992, 5.564945644770743]",2.01,4.26,4.19,5,Yes
1338,diprotic,"[3.9058298264599522, 5.231629693118853]",1.86,7.15,7.19,8,Yes
1339,monoprotic,4.84,2.97,5.05,4.98,4,Yes
1340,diprotic,"[3.2960797217671587, 5.709706191497661]",2.49,10.67,10.67,10,Yes
1341,triprotic,"[3.8165267540242054, 4.526426924093121, 7.907840555193813]",2.20,5.90,5.91,8,Yes
1342,triprotic,"[2.852227750207664, 5.101476686052004, 7.4744736430854015]",1.89,3.23,3.17,6,Yes
1343,triprotic,"[3.4079383883073158, 5.290556910197653, 7.269080956191661]",1.97,2.68,2.78,1,Yes
1344,diprotic,"[3.756609053496253, 4.0410742820933985]",1.71,4.25,4.17,12,Yes
1345,triprotic,"[2.808627983282417, 5.091325955071107, 7.232056430373621]",2.72,5.84,5.75,7,Yes
1346,diprotic,"[2.96334681358631, 5.032662139530794]",1.97,9.62,9.69,10,Yes
1347,diprotic,"[2.1766565037846917, 4.177268224759089]",1.88,8.87,8.89,19,Yes
1348,diprotic,"[3.118723015432797, 6.904268781814292]",1.95,8.59,8.68,7,Yes
1349,diprotic,"[3.9194630756089692, 5.891812767687366]",1.88,7.24,7.19,5,Yes
1350,triprotic,"[2.981471580747319, 5.993926861968793, 7.0770168271834155]",2.60,3.60,3.51,19,Yes
1351,diprotic,"[2.250829088012443, 6.896845133911061]",2.28,8.05,8.07,5,Yes
1352,triprotic,"[3.2028905108361396, 5.494869017527202, 7.106697867824234]",1.59,6.22,6.13,8,Yes
1353,monoprotic,2.73,1.58,10.54,10.63,9,Yes
1354,monoprotic,3.75,2.06,7.46,7.47,18,Yes
1355,diprotic,"[2.6115841404181346, 4.769675423324735]",2.35,2.22,2.13,33,Yes
1356,diprotic,"[2.1442213052539847, 4.592086909793039]",2.43,5.51,5.50,7,Yes
1357,diprotic,"[3.834697646811283, 4.3603107940901165]",1.83,9.31,9.38,9,Yes
1358,diprotic,"[2.735861300883885, 6.595052787993083]",2.32,2.89,2.80,17,Yes
1359,diprotic,"[2.024541494978812, 4.763271581186551]",1.70,6.46,6.52,9,Yes
1360,diprotic,"[3.453378595163085, 4.722468647491853]",3.34,9.04,9.10,26,Yes
1361,triprotic,"[2.1769952332325375, 4.166186647714814, 7.204100386221379]",2.42,9.71,9.70,15,Yes
1362,triprotic,"[2.65007936194072, 4.639213632227269, 6.434383316150093]",3.47,7.61,6.30,50,No
1363,triprotic,"[3.2018922445147777, 5.273169927625608, 6.891459737337938]",2.40,10.97,11.05,9,Yes
1364,monoprotic,3.92,2.22,9.73,9.73,14,Yes
1365,diprotic,"[2.7662230657807676, 5.550169511643361]",1.80,3.57,3.50,5,Yes
1366,monoprotic,4.25,1.77,10.82,10.90,7,Yes
1367,monoprotic,3.98,2.75,8.71,8.80,20,Yes
1368,monoprotic,2.26,1.60,5.54,5.58,21,Yes
1369,monoprotic,4.54,3.47,6.24,6.19,8,Yes
1370,triprotic,"[3.9865041969658472, 4.878108158383122, 6.604353869152184]",2.51,2.99,3.02,2,Yes
1371,monoprotic,3.00,1.81,10.92,10.94,7,Yes
1372,monoprotic,5.02,2.07,6.18,6.22,3,Yes
1373,triprotic,"[3.7830341792987077, 5.6691208589087845, 7.296776951118469]",2.50,4.56,4.50,6,Yes
1374,triprotic,"[3.240073731094657, 4.926659780370956, 6.315571914053784]",1.64,4.19,4.11,6,Yes
1375,triprotic,"[3.781954819019896, 4.3794943736525, 6.616577116873759]",1.88,10.64,10.73,12,Yes
1376,monoprotic,2.36,3.25,5.47,1.79,50,No
1377,monoprotic,2.33,1.84,10.31,10.28,11,Yes
1378,monoprotic,5.67,1.96,5.48,5.55,5,Yes
1379,triprotic,"[2.1878069417551016, 5.571516158074502, 6.096072791360841]",1.57,4.29,4.34,4,Yes
1380,diprotic,"[2.5046654811718194, 4.877247957678239]",2.09,2.19,2.10,33,Yes
1381,diprotic,"[3.4133893247392035, 6.310010163655429]",1.69,8.76,8.84,10,Yes
1382,triprotic,"[3.8541158279426275, 4.812008545573448, 7.2444986101041895]",2.25,4.46,4.37,8,Yes
